cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode,n_genes,n_counts
A1.B003290.3_38_F.1.1,astrocyte,Striatum,F,3_38_F,B003290,3359,390075.0
A1.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728,1718,776436.0
A1.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3910,1616084.0
A1.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564,4352,360004.0
A1.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923,2248,290282.0
A1.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,948,574628.0
A1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,1728,360714.0
A1.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940,4451,91133.0
A1.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894,2707,208055.0
A1.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,2145,98447.0
A10.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,1801,357171.0
A10.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564,4074,781172.0
A10.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926,3106,644465.0
A10.MAA000930.3_8_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_8_M,MAA000930,4234,1613889.0
A10.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,1906,244270.0
A10.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,4003,6456990.0
A10.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941,3436,1412909.0
A10.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,3105,1797200.0
A10.MAA001853.3_38_F.1.1,endothelial cell,Cerebellum,F,3_38_F,MAA001853,2195,89683.0
A10.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854,1724,2724326.0
A11.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,2247,1072489.0
A11.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560,4116,1114433.0
A11.MAA000561.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000561,4952,1648005.0
A11.MAA000564.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000564,5950,537018.0
A11.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902,2641,2214389.0
A11.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926,4503,734941.0
A11.MAA000928.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000928,4943,3478822.0
A11.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,2515,755745.0
A11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2890,558312.0
A11.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942,4776,274329.0
A11.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,1888,903440.0
A12.B001688.3_38_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_38_F,B001688,2292,1977682.0
A12.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,4375,1774211.0
A12.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,1246,278451.0
A12.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,2709,780875.0
A12.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,3381,513862.0
A12.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615,5083,1363968.0
A12.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_9_M,MAA000926,4558,656428.0
A12.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930,3139,471522.0
A12.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,3274,2861391.0
A12.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941,4710,1803359.0
A12.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,2845,2166127.0
A12.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854,2638,2975128.0
A13.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,2775,1121827.0
A13.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,2236,277520.0
A13.MAA000424.3_11_M.1.1,neuron,Cerebellum,M,3_11_M,MAA000424,4325,842147.0
A13.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,3738,1150074.0
A13.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563,3941,349297.0
A13.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615,4527,1853615.0
A13.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923,2031,313502.0
A13.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,3186,315736.0
A13.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941,2570,599417.0
A13.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944,4428,1756804.0
A14.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274,3178,1516991.0
A14.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,4383,1162948.0
A14.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,2256,976079.0
A14.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728,3195,2921148.0
A14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,5153,1650918.0
A14.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,4956,1050556.0
A14.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581,3099,320481.0
A14.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,3302,604907.0
A14.MAA000930.3_8_M.1.1,brain pericyte,Cortex,M,3_8_M,MAA000930,2933,962949.0
A14.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942,5939,377831.0
A14.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,1955,1131652.0
A14.MAA000947.3_9_M.1.1,brain pericyte,Hippocampus,M,3_9_M,MAA000947,2633,78645.0
A15.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,3301,654247.0
A15.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,3295,1126541.0
A15.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561,3284,1642939.0
A15.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,1694,322861.0
A15.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930,3703,651449.0
A15.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941,2022,650202.0
A15.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942,6757,463110.0
A15.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,1626,1282555.0
A15.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,1923,80712.0
A16.B003275.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B003275,1800,806942.0
A16.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3184,1036900.0
A16.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,4419,1216118.0
A16.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564,5219,1063863.0
A16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,2419,1088960.0
A16.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902,1037,586699.0
A16.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930,3251,525256.0
A16.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,3234,555307.0
A16.MAA000941.3_8_M.1.1,neuron,Hippocampus,M,3_8_M,MAA000941,3468,1064617.0
A16.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942,3012,170727.0
A16.MAA000944.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000944,6531,1341693.0
A16.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894,1637,81376.0
A17.B003275.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B003275,1794,630011.0
A17.B003290.3_38_F.1.1,neuron,Striatum,F,3_38_F,B003290,6173,685251.0
A17.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,2819,612321.0
A17.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,5058,1521448.0
A17.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,2658,1265626.0
A17.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,2485,83891.0
A18.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3557,1001372.0
A18.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,7057,1868580.0
A18.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578,2940,965868.0
A18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,3297,2181500.0
A18.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,3098,384561.0
A18.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930,3211,273576.0
A18.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932,2037,404463.0
A18.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,5806,4275098.0
A18.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941,2426,839653.0
A18.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942,4305,493645.0
A18.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,3755,1655911.0
A18.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845,1786,143161.0
A19.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,3546,879191.0
A19.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550,5833,4441001.0
A19.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3735,1509181.0
A19.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,5900,1487743.0
A19.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581,3056,2682689.0
A19.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926,3106,516264.0
A19.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930,2182,136894.0
A2.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,3583,627298.0
A2.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,1668,509034.0
A2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,1931,347170.0
A2.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,3704,7518986.0
A2.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941,2285,873984.0
A2.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942,2628,200441.0
A20.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274,1729,1212082.0
A20.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,1772,246405.0
A20.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277,3596,7449789.0
A20.B003290.3_38_F.1.1,neuron,Striatum,F,3_38_F,B003290,4071,709688.0
A20.MAA000550.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000550,4464,2633589.0
A20.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,4115,1414590.0
A20.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561,3548,1128279.0
A20.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564,4276,594984.0
A20.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581,3636,1920381.0
A20.MAA000926.3_9_M.1.1,brain pericyte,Cortex,M,3_9_M,MAA000926,4454,591863.0
A20.MAA000944.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000944,4443,2086936.0
A20.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947,3621,65990.0
A21.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,3654,1089887.0
A21.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277,3391,9837359.0
A21.B003290.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003290,1821,362181.0
A21.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424,6124,2040610.0
A21.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,3390,1103348.0
A21.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561,6187,1384642.0
A21.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,3433,2502525.0
A21.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925,3139,907493.0
A21.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926,1879,200474.0
A21.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930,4790,566724.0
A21.MAA000944.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000944,2749,1461436.0
A21.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894,1701,111905.0
A21.MAA001895.3_38_F.1.1,oligodendrocyte,Cortex,F,3_38_F,MAA001895,1836,56405.0
A22.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,5399,1772432.0
A22.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424,2689,763141.0
A22.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,2096,268591.0
A22.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561,6003,1639467.0
A22.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564,2548,637728.0
A22.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,1942,1911939.0
A22.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641,4958,4781596.0
A22.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923,2598,501238.0
A22.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,3682,828794.0
A22.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935,1832,295293.0
A22.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940,3308,158648.0
A22.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895,3001,105029.0
A3.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,3295,555654.0
A3.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560,4393,1037247.0
A3.MAA000564.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000564,3194,509258.0
A3.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615,2401,195802.0
A3.MAA000928.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000928,3302,263737.0
A3.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,3252,1317341.0
A3.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2217,488727.0
A3.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,2664,1833167.0
A3.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854,2484,4044240.0
A3.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894,5615,586172.0
A3.MAA001895.3_38_F.1.1,brain pericyte,Cortex,F,3_38_F,MAA001895,1805,83289.0
A4.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,1837,372643.0
A4.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560,3671,1059403.0
A4.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000563,3447,1194168.0
A4.MAA000578.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000578,1976,250989.0
A4.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615,3966,740122.0
A4.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902,2633,2105596.0
A4.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,4212,798828.0
A4.MAA000942.3_8_M.1.1,endothelial cell,Striatum,M,3_8_M,MAA000942,2353,139767.0
A4.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,5236,2035265.0
A4.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894,2800,175809.0
A4.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,3192,179519.0
A5.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,3176,521504.0
A5.MAA000424.3_11_M.1.1,Bergmann glial cell,Cerebellum,M,3_11_M,MAA000424,2969,388870.0
A5.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,1751,474286.0
A5.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581,2595,580903.0
A5.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923,3010,528613.0
A5.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,4504,2155052.0
A5.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2178,328376.0
A5.MAA000941.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000941,2116,840350.0
A5.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845,1812,188331.0
A5.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,1589,56590.0
A6.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,3195,775204.0
A6.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550,3268,2988466.0
A6.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,3743,1218741.0
A6.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930,5655,2028684.0
A6.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2321,379638.0
A6.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,5466,9622991.0
A6.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942,6725,474654.0
A6.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,820,755544.0
A6.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,2276,131632.0
A7.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,3001,2182133.0
A7.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424,3418,992873.0
A7.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,5910,3060249.0
A7.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564,3104,468081.0
A7.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615,2504,257585.0
A7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,3951,635570.0
A7.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928,3148,2185848.0
A7.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,3676,1249104.0
A7.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932,3447,394478.0
A7.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935,3368,2841048.0
A7.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940,4820,95481.0
A7.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942,3426,335345.0
A7.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,2704,1623283.0
A7.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947,3637,2943289.0
A7.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,Cortex,F,3_39_F,MAA001894,1694,77268.0
A8.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277,3203,3434113.0
A8.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,2655,382122.0
A8.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,882,185859.0
A8.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000615,4067,564318.0
A8.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926,4776,1317518.0
A8.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928,5349,3271729.0
A8.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,3854,1425133.0
A8.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2009,264261.0
A8.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942,4809,497888.0
A8.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944,3019,2186230.0
A8.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845,1897,209343.0
A8.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,2295,86318.0
A9.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,2970,646641.0
A9.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,1581,235711.0
A9.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550,4354,4180172.0
A9.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,2960,1239083.0
A9.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923,2876,707082.0
A9.MAA000930.3_8_M.1.1,astrocyte,Cortex,M,3_8_M,MAA000930,3599,1315762.0
A9.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941,3800,1285287.0
A9.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942,3304,368791.0
A9.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944,1245,1475513.0
A9.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947,5133,3916393.0
A9.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894,1313,107441.0
A9.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,2638,93892.0
B1.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,1782,349385.0
B1.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,3236,571483.0
B1.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923,3412,910302.0
B1.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930,2559,1714758.0
B1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932,2002,441033.0
B1.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940,4891,125462.0
B1.MAA001845.3_39_F.1.1,endothelial cell,Cerebellum,F,3_39_F,MAA001845,2136,124714.0
B1.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894,3307,673399.0
B1.MAA001895.3_38_F.1.1,endothelial cell,Cortex,F,3_38_F,MAA001895,2441,92929.0
B10.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,1357,598030.0
B10.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,3635,896658.0
B10.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553,4952,2724136.0
B10.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560,2828,694328.0
B10.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563,2673,369216.0
B10.MAA000615.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000615,2809,1327140.0
B10.MAA000902.3_11_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_11_M,MAA000902,4248,2219006.0
B10.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923,2728,539166.0
B10.MAA001854.3_38_F.1.1,astrocyte,Cerebellum,F,3_38_F,MAA001854,2825,354742.0
B10.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894,2679,331653.0
B11.B003275.3_38_F.1.1,endothelial cell,Hippocampus,F,3_38_F,B003275,1470,588986.0
B11.B003290.3_38_F.1.1,endothelial cell,Striatum,F,3_38_F,B003290,2160,603944.0
B11.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560,2913,926715.0
B11.MAA000564.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000564,4242,547716.0
